points_last_5,minutes_per_game_last_5,goals_last_5,assists_last_5,bonus_points_last_5,yellow_cards_last_5,red_cards_last_5,starts_last_5,transfers_in_last_5,transfers_out_last_5,influence_last_5,creativity_last_5,threat_last_5,player_price_diff_last_5,player_price,xG_per_game_last_5,xA_per_game_last_5,xG_sum_last_5,xA_sum_last_5,home_away_current,fdr_current,actual_gw_points
9,20.0,1,0,3,0,0,0,126473,59993,39.6,21.3,56.0,0.0,6.6,0.49,0.01,0.98,0.02,0,2,2
11,43.33,1,0,3,0,0,1,128439,80319,49.8,48.2,88.0,0.0,6.6,0.35,0.02,1.06,0.05,1,4,2
13,48.25,1,0,3,0,0,2,137960,88287,53.6,50.2,102.0,0.0,6.6,0.34,0.02,1.37,0.07,0,5,1
6,50.5,0,0,0,0,0,2,130364,91719,26.0,43.7,107.0,0.0,6.6,0.19,0.02,0.75,0.07,1,2,7
12,62.0,1,0,2,1,0,3,55789,93684,62.6,34.6,133.0,0.0,6.6,0.23,0.03,0.92,0.11,0,2,13
25,67.6,3,0,5,1,0,4,122699,58203,137.6,47.6,204.0,0.0,6.6,0.49,0.02,2.43,0.12,1,3,2
25,65.4,3,0,5,1,0,4,572636,48318,140.8,55.7,219.0,0.1,6.7,0.55,0.08,2.75,0.38,0,3,6
29,58.0,4,0,6,1,0,3,1015817,51648,172.2,55.4,216.0,0.1,6.7,0.5,0.07,2.51,0.37,0,3,5
33,69.6,5,0,6,2,0,4,1087573,145567,195.0,59.0,202.0,0.1,6.7,0.54,0.08,2.69,0.38,0,2,2
28,74.2,4,0,4,1,0,4,1176968,182577,162.6,63.9,183.0,0.1,6.7,0.47,0.07,2.37,0.35,1,3,13
28,69.2,4,0,4,1,0,4,1144602,234527,152.6,53.2,164.0,0.1,6.7,0.27,0.07,1.33,0.36,0,2,1
27,56.6,4,0,4,1,0,3,1016738,248853,142.6,18.9,135.0,0.1,6.8,0.21,0.02,1.07,0.11,1,2,7
28,69.4,3,1,5,1,0,4,779110,307758,137.0,63.0,128.0,0.2,6.9,0.2,0.11,1.0,0.54,1,4,2
25,70.2,2,1,5,0,0,4,831747,266815,111.4,68.5,121.0,0.2,6.9,0.19,0.14,0.93,0.68,0,2,5
28,70.2,2,2,5,0,0,4,1272946,244226,110.4,68.3,107.0,0.3,7.0,0.18,0.14,0.9,0.69,1,3,2
17,75.2,0,2,2,0,0,4,1755642,209123,54.8,77.5,82.0,0.3,7.0,0.11,0.14,0.57,0.69,1,3,1
17,90.0,0,2,2,1,0,5,1490441,416882,51.4,86.4,98.0,0.2,7.0,0.16,0.14,0.78,0.71,0,4,2
14,83.4,1,0,3,2,0,5,62940,102574,41.2,29.9,77.0,0.0,5.9,0.11,0.01,0.53,0.03,1,2,7
19,82.2,2,0,4,2,0,5,87808,133438,75.4,41.0,112.0,-0.1,5.9,0.27,0.05,1.34,0.23,1,2,2
20,82.2,2,0,4,1,0,5,100318,121716,75.2,38.0,97.0,-0.1,5.9,0.25,0.05,1.25,0.24,0,3,2
13,82.2,1,0,1,1,0,5,104298,112662,48.2,40.6,95.0,0.0,5.9,0.24,0.07,1.18,0.35,1,2,2
14,82.2,1,0,1,0,0,5,83093,114128,51.0,52.9,79.0,0.0,5.9,0.22,0.07,1.11,0.34,0,2,0
13,88.8,1,0,1,0,0,5,71793,102210,57.6,54.1,115.0,-0.1,5.8,0.37,0.07,1.86,0.34,0,3,2
8,89.0,0,0,0,0,0,5,49094,84247,23.4,42.4,78.0,-0.1,5.8,0.22,0.03,1.08,0.14,1,4,1
7,76.2,0,0,0,0,0,4,32053,84509,25.0,31.1,93.0,-0.2,5.7,0.25,0.02,1.27,0.12,0,4,1
6,65.0,0,0,0,0,0,3,19435,73492,14.0,17.8,70.0,-0.2,5.7,0.22,0.0,1.11,0.01,1,3,2
6,65.0,0,0,0,0,0,3,12567,60511,18.8,14.4,100.0,-0.3,5.6,0.29,0.01,1.43,0.06,1,2,5
11,65.0,0,1,0,0,0,3,13555,51786,20.6,24.1,88.0,-0.2,5.6,0.15,0.05,0.77,0.23,0,4,2
11,66.0,0,1,0,0,0,3,29825,57224,23.0,25.6,119.0,-0.2,5.6,0.2,0.05,1.02,0.24,1,3,2
12,77.0,0,1,0,0,0,4,30230,47697,29.4,36.9,151.0,-0.1,5.6,0.25,0.06,1.26,0.29,0,2,4
15,86.8,0,2,0,1,0,5,32898,40251,53.6,67.9,159.0,-0.1,5.6,0.33,0.14,1.67,0.68,1,3,12
25,85.8,2,2,3,2,0,5,34355,37400,113.8,66.6,155.0,0.0,5.6,0.48,0.12,2.42,0.62,0,2,5
25,85.8,2,2,3,2,0,5,98247,37939,129.2,81.5,175.0,0.0,5.6,0.5,0.11,2.51,0.55,1,2,9
32,85.8,3,2,6,2,0,5,126398,42181,173.2,104.2,157.0,0.0,5.6,0.46,0.12,2.28,0.62,0,2,2
32,87.6,3,2,6,2,0,5,193244,50485,167.2,108.0,113.0,0.1,5.7,0.37,0.13,1.87,0.65,1,5,2
30,89.0,3,1,6,1,0,5,202893,76412,147.2,87.9,118.0,0.1,5.7,0.31,0.06,1.56,0.28,0,3,2
20,89.0,1,1,3,0,0,5,253892,92503,83.0,99.2,90.0,0.1,5.7,0.1,0.06,0.49,0.29,1,2,13
28,89.0,3,0,6,0,0,5,199533,113053,130.4,83.0,102.0,0.1,5.7,0.17,0.05,0.87,0.23,0,4,2
21,84.2,2,0,3,0,0,5,220442,118006,93.2,76.3,112.0,0.1,5.7,0.17,0.03,0.87,0.16,1,3,2
21,84.2,2,0,3,0,0,5,162404,166113,98.0,64.1,133.0,0.0,5.7,0.21,0.02,1.06,0.09,1,2,7
26,84.2,3,0,5,1,0,5,179202,175923,126.2,55.7,183.0,0.0,5.7,0.28,0.02,1.4,0.11,0,2,1
25,85.2,3,0,5,2,0,5,152861,194757,121.4,44.7,181.0,0.0,5.7,0.27,0.02,1.35,0.12,0,2,2
14,85.2,1,0,2,2,0,5,161639,183050,50.2,34.8,126.0,0.0,5.7,0.14,0.02,0.7,0.09,1,3,2
14,90.0,1,0,2,2,0,5,105948,175747,41.0,17.8,101.0,0.0,5.7,0.13,0.03,0.65,0.14,0,4,1
13,74.8,1,0,2,2,0,4,99926,132084,32.8,28.9,83.0,0.0,5.7,0.13,0.03,0.63,0.16,1,3,0
6,73.8,0,0,0,1,0,4,77242,106437,16.6,52.1,38.0,-0.1,5.6,0.21,0.04,1.06,0.19,0,3,2
7,68.8,0,0,0,0,0,4,57806,82073,27.6,55.1,32.0,-0.1,5.6,0.21,0.08,1.06,0.38,1,2,8
13,66.8,0,2,0,0,0,4,36510,93137,49.0,66.2,46.0,-0.1,5.6,0.22,0.11,1.12,0.53,0,4,1
12,50.6,0,2,0,0,0,3,31797,84490,49.0,65.4,44.0,-0.2,5.5,0.22,0.09,1.12,0.47,1,4,1
12,50.0,0,2,0,0,0,3,35257,76080,49.0,51.4,36.0,-0.2,5.5,0.19,0.09,0.93,0.44,0,2,2
13,41.0,1,0,2,0,0,2,81335,90576,45.0,32.9,44.0,0.0,5.9,0.14,0.01,0.68,0.05,1,2,1
13,40.2,1,0,2,0,0,2,84946,115478,41.8,34.4,57.0,-0.1,5.9,0.25,0.01,1.26,0.05,1,2,7
12,39.8,1,0,1,0,0,2,83190,101156,47.6,27.9,80.0,-0.1,5.8,0.32,0.01,1.59,0.04,0,3,2
12,40.0,1,0,1,0,0,2,26262,90706,41.6,15.3,72.0,-0.1,5.8,0.41,0.0,2.03,0.01,1,2,0
11,46.25,1,0,1,0,0,2,23208,70442,40.2,4.8,72.0,-0.1,5.8,0.51,0.0,2.03,0.0,0,2,1
11,39.75,1,0,1,0,0,2,21832,50803,38.8,4.0,68.0,-0.1,5.8,0.47,0.0,1.88,0.0,0,3,1
11,35.0,1,0,1,0,0,2,19030,30948,38.8,2.1,57.0,-0.2,5.7,0.32,0.0,1.3,0.0,1,4,9
13,33.5,1,0,3,0,0,2,18900,30443,42.0,33.5,73.0,-0.1,5.7,0.32,0.02,1.27,0.1,0,4,2
13,34.0,1,0,3,0,0,2,20314,27968,40.8,32.6,60.0,-0.1,5.7,0.2,0.02,0.78,0.1,1,3,1
14,29.4,1,0,3,0,0,2,40228,26164,40.8,32.6,64.0,-0.1,5.7,0.21,0.02,1.03,0.1,1,2,0
13,35.25,1,0,3,0,0,2,47731,33060,40.6,32.6,64.0,-0.1,5.7,0.26,0.02,1.03,0.1,0,4,2
14,49.5,1,0,3,0,0,3,55308,50221,42.6,33.4,62.0,0.0,5.7,0.26,0.02,1.03,0.1,1,3,2
7,55.5,0,0,0,0,0,3,56162,49909,19.4,23.1,33.0,0.0,5.7,0.12,0.02,0.49,0.06,0,2,9
14,57.25,1,0,3,0,0,3,49612,49723,56.4,34.5,51.0,0.0,5.7,0.3,0.02,1.2,0.08,1,3,0
13,72.67,1,0,3,0,0,3,30519,49731,56.4,34.5,47.0,0.0,5.7,0.32,0.03,0.95,0.08,0,2,0
13,72.67,1,0,3,0,0,3,21766,44444,56.4,34.5,47.0,0.0,5.7,0.32,0.03,0.95,0.08,1,2,0
11,78.5,1,0,3,0,0,2,13527,28693,54.4,33.7,47.0,-0.1,5.6,0.48,0.04,0.95,0.08,0,2,0
9,70.0,1,0,3,0,0,1,12132,26854,37.0,11.9,20.0,-0.1,5.6,0.71,0.02,0.71,0.02,1,5,0
0,0.0,0,0,0,0,0,0,9199,25942,0.0,0.0,0.0,-0.1,5.6,0.0,0.0,0.0,0.0,0,3,0
0,0.0,0,0,0,0,0,0,888,21483,0.0,0.0,0.0,-0.1,5.6,0.0,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,401,14248,0.0,0.0,0.0,-0.1,5.6,0.0,0.0,0.0,0.0,0,4,0
0,0.0,0,0,0,0,0,0,323,8737,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,1,3,0
0,0.0,0,0,0,0,0,0,276,6468,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,1,2,1
1,4.0,0,0,0,0,0,0,422,4774,0.0,0.3,4.0,0.0,5.6,0.0,0.0,0.0,0.0,0,2,1
2,19.0,0,0,0,0,0,0,581,3758,0.0,0.7,6.0,0.0,5.6,0.0,0.0,0.0,0.0,0,2,0
2,21.0,0,0,0,1,0,0,1052,2956,0.0,1.0,8.0,0.0,5.6,0.0,0.0,0.0,0.0,1,3,2
4,31.75,0,0,0,1,0,1,1158,2527,3.2,2.6,21.0,0.0,5.6,0.1,0.0,0.41,0.0,0,4,2
6,42.6,0,0,0,1,0,2,1390,2267,5.6,3.3,38.0,0.0,5.6,0.15,0.0,0.76,0.01,1,3,5
10,57.8,0,1,0,1,0,3,2165,1972,27.4,20.3,58.0,0.0,5.6,0.2,0.01,0.99,0.04,0,3,1
10,61.6,0,1,0,1,0,4,2941,2278,33.0,20.9,60.0,0.0,5.6,0.21,0.01,1.06,0.04,1,2,12
22,72.6,2,1,2,0,0,5,4566,2770,97.4,22.7,96.0,0.0,5.6,0.28,0.01,1.4,0.05,0,4,12
32,75.8,4,1,4,0,0,5,9920,3755,161.4,22.6,117.0,0.0,5.6,0.33,0.01,1.64,0.05,1,4,6
36,74.2,5,1,5,1,0,5,47672,7296,189.4,22.3,117.0,0.0,5.6,0.28,0.01,1.4,0.04,0,2,8
3,15.0,0,0,0,1,0,0,28282,20053,0.0,2.0,58.0,0.0,5.9,0.06,0.01,0.23,0.05,0,3,1
4,17.6,0,0,0,1,0,0,15039,19962,2.4,16.7,64.0,-0.2,5.8,0.07,0.04,0.34,0.19,1,2,8
11,27.4,1,0,2,1,0,1,10092,16068,35.8,27.5,69.0,-0.2,5.8,0.06,0.03,0.3,0.17,0,2,1
12,34.8,1,0,2,1,0,2,11282,12325,35.8,28.3,45.0,-0.2,5.8,0.05,0.03,0.25,0.15,0,3,0
11,42.25,1,0,2,1,0,2,8313,8664,35.8,28.3,27.0,-0.2,5.8,0.04,0.04,0.17,0.15,1,4,0
10,55.67,1,0,2,1,0,2,8386,9298,35.8,28.3,27.0,-0.1,5.8,0.06,0.05,0.17,0.15,0,4,1
10,57.67,1,0,2,1,0,2,8561,8534,35.8,15.7,29.0,0.0,5.8,0.02,0.01,0.06,0.03,1,3,5
7,60.33,0,1,0,1,0,2,10027,8455,30.4,27.2,33.0,0.0,5.8,0.08,0.03,0.23,0.08,1,2,0
6,56.0,0,1,0,0,0,1,10880,8990,30.4,25.4,31.0,0.0,5.8,0.12,0.04,0.23,0.08,0,4,1
7,46.33,0,1,0,0,0,1,13122,12546,35.8,26.1,55.0,0.0,5.8,0.11,0.03,0.33,0.09,1,3,0
7,46.33,0,1,0,0,0,1,13117,11797,35.8,26.1,55.0,0.0,5.8,0.11,0.03,0.33,0.09,0,2,0
6,52.5,0,1,0,0,0,1,13067,10976,33.4,24.0,47.0,0.0,5.8,0.16,0.03,0.33,0.07,1,3,0
1,27.0,0,0,0,0,0,0,11379,11048,5.4,0.7,24.0,-0.1,5.7,0.1,0.01,0.1,0.01,0,2,0
1,27.0,0,0,0,0,0,0,7090,10581,5.4,0.7,24.0,-0.1,5.7,0.1,0.01,0.1,0.01,1,2,0
0,0.0,0,0,0,0,0,0,3509,6589,0.0,0.0,0.0,-0.1,5.7,0.0,0.0,0.0,0.0,0,2,1
1,34.0,0,0,0,0,0,0,3198,5694,1.0,1.1,16.0,-0.1,5.7,0.14,0.01,0.14,0.01,1,5,0
1,34.0,0,0,0,0,0,0,2775,5091,1.0,1.1,16.0,-0.1,5.7,0.14,0.01,0.14,0.01,0,3,0
1,34.0,0,0,0,0,0,0,2600,4101,1.0,1.1,16.0,-0.1,5.6,0.14,0.01,0.14,0.01,1,2,1
2,27.0,0,0,0,0,0,0,1995,3526,5.4,1.2,18.0,-0.1,5.6,0.07,0.0,0.14,0.01,0,4,1
3,33.0,0,0,0,0,0,0,1591,2712,18.6,2.0,53.0,-0.1,5.6,0.08,0.0,0.23,0.01,1,3,6
8,47.67,1,0,1,1,0,1,2434,2412,52.4,2.2,56.0,-0.1,5.6,0.07,0.0,0.21,0.0,1,2,2
10,52.25,1,0,1,1,0,2,2817,2991,73.2,27.5,111.0,-0.1,5.6,0.16,0.01,0.62,0.05,0,2,5
15,55.8,1,1,1,1,0,3,2955,3635,90.6,39.0,130.0,0.0,5.6,0.16,0.02,0.82,0.09,0,2,0
14,64.75,1,1,1,1,0,3,2974,3750,86.2,38.9,128.0,0.0,5.6,0.2,0.02,0.82,0.09,1,3,1
14,55.75,1,1,1,1,0,3,3049,3640,74.2,38.1,93.0,0.0,5.6,0.18,0.02,0.73,0.09,0,4,1
9,37.0,0,1,0,0,0,2,1925,3532,41.4,37.1,74.0,0.0,5.6,0.15,0.02,0.61,0.09,1,3,0
7,27.33,0,1,0,0,0,1,1498,2598,20.6,11.8,19.0,0.0,5.6,0.07,0.01,0.2,0.04,0,3,0
2,6.0,0,0,0,0,0,0,1227,1772,3.2,0.3,0.0,0.0,5.6,0.0,0.0,0.0,0.0,1,2,0
2,6.0,0,0,0,0,0,0,1215,1554,3.2,0.3,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0,4,0
1,3.0,0,0,0,0,0,0,1017,1556,2.0,0.3,0.0,0.0,5.6,0.0,0.0,0.0,0.0,1,4,0
0,0.0,0,0,0,0,0,0,866,1566,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0,2,1
18,60.8,1,1,3,0,0,4,53309,53208,68.8,39.8,62.0,0.0,5.5,0.08,0.09,0.39,0.47,0,2,2
19,68.2,1,1,3,0,0,4,139385,73115,68.8,42.8,76.0,0.0,5.5,0.1,0.1,0.48,0.5,0,2,2
17,76.4,1,0,3,0,0,5,145953,76069,61.0,32.3,74.0,0.0,5.5,0.1,0.07,0.48,0.37,1,2,1
16,68.6,1,0,3,0,0,4,144666,83597,66.6,48.0,118.0,0.0,5.5,0.16,0.08,0.81,0.42,0,5,2
16,66.4,1,0,3,0,0,4,143305,104398,57.2,35.3,93.0,0.0,5.5,0.15,0.03,0.75,0.13,1,2,2
9,64.0,0,0,0,0,0,4,138097,104164,32.0,56.6,65.0,0.0,5.5,0.09,0.03,0.46,0.15,0,2,2
9,65.0,0,0,0,0,0,4,57086,93343,34.2,64.3,62.0,0.0,5.5,0.07,0.03,0.36,0.14,1,4,2
9,65.4,0,0,0,0,0,4,43266,91518,30.0,64.3,70.0,0.0,5.5,0.08,0.03,0.39,0.14,0,2,0
8,74.25,0,0,0,0,0,4,27081,80759,21.8,47.3,22.0,0.0,5.5,0.02,0.02,0.06,0.08,1,3,1
7,64.5,0,0,0,0,0,3,23029,57237,30.6,55.6,31.0,0.0,5.5,0.02,0.02,0.09,0.1,0,4,1
6,60.75,0,0,0,0,0,3,21772,51823,16.6,34.5,56.0,0.0,5.5,0.06,0.02,0.25,0.06,1,3,1
5,40.5,0,0,0,0,0,2,34407,63833,14.4,23.0,44.0,0.0,5.5,0.06,0.01,0.22,0.04,0,2,1
4,22.75,0,0,0,0,0,1,34802,57860,9.0,22.4,34.0,0.0,5.5,0.05,0.01,0.19,0.04,1,2,1
5,23.4,0,0,0,0,0,1,32019,52023,9.2,23.4,34.0,0.0,5.5,0.04,0.01,0.19,0.05,0,2,1
5,24.0,0,0,0,0,0,1,29691,46336,3.6,2.7,32.0,0.0,5.5,0.04,0.0,0.21,0.02,1,2,2
6,29.0,0,0,0,0,0,1,27374,43035,9.0,2.2,26.0,-0.1,5.4,0.07,0.0,0.36,0.02,0,3,1
6,29.6,0,0,0,0,0,1,12147,27273,12.4,2.6,33.0,-0.1,5.4,0.08,0.0,0.38,0.02,1,2,0
5,36.75,0,0,0,0,0,1,10658,25015,12.4,2.6,33.0,-0.1,5.4,0.1,0.0,0.38,0.02,0,4,1
5,38.0,0,0,0,0,0,1,9368,22674,15.4,1.9,54.0,-0.1,5.4,0.18,0.01,0.72,0.04,0,2,1
5,32.75,0,0,0,0,0,1,11289,19337,12.0,1.6,47.0,-0.1,5.4,0.17,0.01,0.67,0.03,1,3,0
3,18.75,0,0,0,1,0,0,10617,17589,6.6,1.3,28.0,0.0,5.4,0.09,0.01,0.36,0.03,0,4,1
3,20.0,0,0,0,1,0,0,9802,15249,3.4,2.1,23.0,0.0,5.4,0.08,0.01,0.34,0.03,1,3,0
3,20.0,0,0,0,1,0,0,10403,15035,3.4,2.1,23.0,0.0,5.4,0.08,0.01,0.34,0.03,1,3,0
2,16.33,0,0,0,1,0,0,10130,14372,0.2,1.8,2.0,0.0,5.4,0.0,0.0,0.0,0.0,0,3,0
1,20.5,0,0,0,1,0,0,6263,13803,0.2,1.5,2.0,-0.1,5.3,0.0,0.0,0.0,0.0,1,5,0
1,14.0,0,0,0,0,0,0,5457,12163,0.2,1.2,2.0,-0.1,5.3,0.0,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,5000,10521,0.0,0.0,0.0,-0.1,5.3,0.0,0.0,0.0,0.0,0,4,1
1,76.0,0,0,0,1,0,1,4217,9093,1.2,0.1,2.0,-0.1,5.3,0.0,0.0,0.0,0.0,1,2,2
3,75.5,0,0,0,1,0,2,4243,8114,6.6,1.7,32.0,-0.1,5.3,0.1,0.01,0.19,0.02,0,4,1
4,57.0,0,0,0,1,0,2,4527,6952,6.6,1.7,32.0,0.0,5.3,0.06,0.01,0.19,0.02,0,2,1
5,46.25,0,0,0,1,0,2,4640,6486,8.6,12.0,36.0,0.0,5.3,0.07,0.0,0.29,0.02,1,2,1
6,38.6,0,0,0,1,0,2,3914,6119,8.8,13.2,36.0,0.0,5.3,0.06,0.0,0.29,0.02,0,3,0
5,29.25,0,0,0,0,0,1,3462,5414,7.6,13.1,34.0,0.0,5.3,0.07,0.0,0.29,0.02,1,4,5
18,75.25,2,0,3,0,0,3,70695,57555,84.6,65.2,117.0,0.0,6.4,0.28,0.07,1.1,0.27,0,2,2
20,78.2,2,0,3,0,0,4,95786,84318,93.2,101.0,132.0,-0.1,6.4,0.3,0.13,1.48,0.64,0,2,2
20,74.2,2,0,3,0,0,4,103090,76806,89.6,89.3,134.0,0.0,6.4,0.28,0.13,1.39,0.64,1,2,5
13,86.0,0,1,0,0,0,5,107171,81283,51.8,126.9,133.0,0.0,6.4,0.23,0.15,1.16,0.75,0,5,2
13,86.0,0,1,0,0,0,5,75027,85574,54.8,117.3,73.0,0.0,6.4,0.13,0.14,0.65,0.68,1,2,2
13,82.6,0,1,0,0,0,5,63024,73546,62.4,90.2,112.0,0.0,6.4,0.18,0.1,0.91,0.51,0,2,6
17,82.6,1,1,0,0,0,5,49327,53273,89.4,59.2,132.0,0.0,6.4,0.18,0.03,0.92,0.16,1,4,1
16,72.0,1,1,0,0,0,4,45194,57117,88.0,57.7,129.0,0.0,6.4,0.18,0.03,0.89,0.15,0,2,2
13,72.0,1,0,0,0,0,4,44464,51825,72.2,43.4,153.0,0.0,6.4,0.28,0.03,1.41,0.17,1,3,2
13,66.6,1,0,0,0,0,4,45916,46513,67.4,53.0,177.0,0.0,6.4,0.31,0.03,1.57,0.17,0,4,8
19,70.0,2,0,2,0,0,4,45842,48411,87.2,59.0,170.0,0.0,6.4,0.38,0.15,1.9,0.73,1,3,2
15,70.0,1,0,2,0,0,4,220467,110208,54.8,65.7,148.0,0.0,6.4,0.34,0.16,1.69,0.78,0,2,5
19,84.6,1,1,2,0,0,5,224940,129394,62.4,77.0,187.0,0.0,6.4,0.41,0.16,2.03,0.8,1,2,2
19,84.6,1,1,2,0,0,5,244210,142734,52.0,56.6,130.0,-0.1,6.3,0.27,0.14,1.37,0.7,0,2,9
26,88.8,1,3,3,0,0,5,244403,168654,75.4,66.8,113.0,-0.1,6.3,0.25,0.16,1.25,0.82,1,2,2
20,82.8,0,3,1,0,0,5,277968,173226,35.2,60.8,71.0,-0.1,6.3,0.13,0.05,0.66,0.26,0,3,2
20,80.8,0,3,1,0,0,5,120698,140653,39.6,50.2,65.0,-0.1,6.3,0.11,0.04,0.53,0.2,1,2,1
16,66.0,0,2,1,0,0,4,116897,133964,31.8,40.4,24.0,-0.1,6.3,0.04,0.04,0.19,0.18,0,4,0
14,60.0,0,2,1,0,0,3,93748,138162,31.8,37.0,20.0,-0.1,6.2,0.02,0.04,0.09,0.15,0,2,0
5,52.0,0,0,0,0,0,2,81439,130630,7.6,14.8,9.0,-0.1,6.2,0.02,0.01,0.05,0.02,1,3,4
7,52.67,0,1,0,1,0,2,39422,138876,22.2,20.4,9.0,-0.2,6.1,0.02,0.11,0.05,0.34,0,4,2
7,51.0,0,1,0,1,0,2,28173,108998,16.2,23.8,8.0,-0.2,6.1,0.01,0.11,0.04,0.34,1,3,2
8,75.67,0,1,0,1,0,3,39204,90335,22.0,37.8,25.0,-0.2,6.1,0.13,0.12,0.39,0.35,1,3,9
17,74.0,1,1,3,1,0,4,41276,70013,58.8,49.7,72.0,-0.1,6.1,0.3,0.09,1.18,0.37,0,3,0
17,74.0,1,1,3,1,0,4,44122,55183,58.8,49.7,72.0,-0.1,6.1,0.3,0.09,1.18,0.37,1,5,0
13,78.0,1,0,3,0,0,3,44229,41201,44.2,32.0,70.0,0.0,6.1,0.39,0.01,1.18,0.04,1,2,0
11,79.5,1,0,3,0,0,2,26981,42452,42.6,27.7,64.0,0.0,6.1,0.57,0.02,1.14,0.03,0,4,0
9,69.0,1,0,3,0,0,1,9734,40723,36.8,11.9,47.0,-0.1,6.0,0.79,0.02,0.79,0.02,1,2,1
1,29.0,0,0,0,0,0,0,5167,35281,0.6,3.2,4.0,-0.1,6.0,0.0,0.02,0.0,0.02,0,4,1
2,21.0,0,0,0,0,0,0,2107,23668,4.6,4.5,4.0,-0.1,6.0,0.0,0.02,0.0,0.03,0,2,2
4,39.0,0,0,0,0,0,1,4104,15805,4.6,8.8,34.0,-0.1,6.0,0.23,0.01,0.68,0.04,1,2,0
4,39.0,0,0,0,0,0,1,4641,10614,4.6,8.8,34.0,-0.1,6.0,0.23,0.01,0.68,0.04,0,3,0
4,39.0,0,0,0,0,0,1,4483,8560,4.6,8.8,34.0,0.0,6.0,0.23,0.01,0.68,0.04,1,4,0
6,30.33,0,1,0,0,0,1,7918,7417,24.4,14.4,35.0,0.0,5.5,0.07,0.06,0.21,0.17,0,2,1
7,24.5,0,1,0,0,0,1,8680,10053,24.4,25.9,59.0,0.0,5.5,0.07,0.05,0.27,0.2,0,2,1
4,24.25,0,0,0,0,0,1,8679,9347,7.2,12.6,69.0,-0.1,5.4,0.06,0.01,0.26,0.04,1,2,1
4,24.5,0,0,0,0,0,1,4923,8632,5.6,22.4,88.0,-0.1,5.4,0.15,0.01,0.6,0.04,0,5,1
4,24.0,0,0,0,0,0,1,5983,7703,5.6,22.3,66.0,-0.1,5.4,0.11,0.01,0.44,0.04,1,2,1
5,22.4,0,0,0,0,0,1,5146,7499,8.8,32.6,66.0,-0.1,5.4,0.09,0.01,0.44,0.04,0,2,0
4,26.25,0,0,0,0,0,1,4753,5542,8.8,21.1,42.0,-0.1,5.4,0.1,0.0,0.38,0.01,1,4,0
3,28.67,0,0,0,0,0,1,4425,5524,3.8,20.9,25.0,0.0,5.4,0.12,0.0,0.36,0.01,0,2,1
3,10.33,0,0,0,0,0,0,3866,5206,3.2,10.6,4.0,-0.1,5.3,0.01,0.0,0.04,0.0,1,3,0
2,10.0,0,0,0,0,0,0,1798,4568,3.2,10.6,4.0,-0.1,5.3,0.02,0.0,0.04,0.0,0,4,0
1,4.0,0,0,0,0,0,0,2124,3243,0.0,0.3,4.0,-0.1,5.3,0.04,0.0,0.04,0.0,1,3,1
2,8.0,0,0,0,0,0,0,2728,3802,1.0,0.6,5.0,-0.1,5.3,0.03,0.0,0.06,0.0,0,2,1
3,5.67,0,0,0,0,0,0,2956,3442,5.0,0.6,5.0,-0.1,5.3,0.02,0.0,0.06,0.0,1,2,2
4,25.33,0,0,0,0,0,1,3041,3083,5.8,1.2,5.0,0.0,5.3,0.01,0.0,0.04,0.0,0,2,1
5,20.25,0,0,0,0,0,1,4049,3022,5.8,2.3,7.0,0.0,5.3,0.01,0.0,0.04,0.0,1,2,1
6,22.0,0,0,0,0,0,1,3789,3319,5.8,3.7,13.0,0.0,5.3,0.02,0.0,0.09,0.0,0,3,0
5,24.5,0,0,0,0,0,1,3287,2838,4.8,3.4,12.0,0.0,5.3,0.02,0.0,0.07,0.0,1,2,0
4,32.33,0,0,0,0,0,1,3082,2959,0.8,3.4,12.0,0.0,5.3,0.02,0.0,0.07,0.0,0,4,0
2,21.67,0,0,0,1,0,0,3007,3002,3.2,2.8,8.0,0.0,5.3,0.02,0.0,0.05,0.0,0,2,1
2,29.0,0,0,0,1,0,0,2013,2892,8.4,12.3,6.0,0.0,5.3,0.02,0.0,0.05,0.0,1,3,1
2,28.33,0,0,0,1,0,0,1708,2473,8.4,11.2,1.0,0.0,5.3,0.01,0.0,0.03,0.0,0,4,1
3,24.75,0,0,0,1,0,0,1542,2030,8.4,13.8,5.0,0.0,5.3,0.01,0.0,0.03,0.0,1,3,0
3,24.75,0,0,0,1,0,0,1649,1858,8.4,13.8,5.0,0.0,5.3,0.01,0.0,0.03,0.0,1,3,4
7,22.0,0,1,0,0,0,0,1603,1741,27.6,24.5,26.0,0.0,5.3,0.02,0.02,0.1,0.1,0,3,1
7,28.5,0,1,0,0,0,1,1307,1585,22.4,15.2,30.0,0.0,5.3,0.02,0.02,0.1,0.1,1,5,5
11,27.0,1,1,0,0,0,1,1275,1403,57.4,15.0,46.0,0.0,5.3,0.05,0.02,0.21,0.1,1,2,0
10,31.33,1,1,0,0,0,1,2881,1467,57.4,12.4,42.0,0.0,5.3,0.07,0.03,0.21,0.1,0,4,0
