points_last_5,minutes_last_5,goals_last_5,assists_last_5,clean_sheets_last_5,bonus_points_last_5,ict_index,player_position,player_price,xG_per_90,xA_per_90,home_away_current_plus_1,home_away_current_plus_2,home_away_current_plus_3,home_away_current_plus_4,home_away_current_plus_5,home_away_current_plus_6,home_away_current_plus_7,fdr_current_plus_1,fdr_current_plus_2,fdr_current_plus_3,fdr_current_plus_4,fdr_current_plus_5,fdr_current_plus_6,fdr_current_plus_7,total_points_plus_7
0,0,0,0,0,0,0.0,2,4.4,0.0,0.0,0,1,0,0,1,0,1,2,3,3,3,3,2,2,14
0,0,0,0,0,0,0.0,2,4.4,0.0,0.0,1,0,0,1,0,1,0,3,3,3,3,2,2,4,9
6,11,1,0,0,0,8.2,2,4.4,0.58,0.0,0,0,1,0,1,0,0,3,3,3,2,2,4,2,9
7,15,1,0,0,0,0.0,2,4.4,0.0,0.0,0,1,0,1,0,0,1,3,3,2,2,4,2,2,11
7,15,1,0,0,0,0.0,2,4.4,0.0,0.0,1,0,1,0,0,1,1,3,2,2,4,2,2,3,12
7,15,1,0,0,0,0.0,2,4.4,0.0,0.0,0,1,0,0,1,1,0,2,2,4,2,2,3,2,12
9,96,1,0,1,0,3.6,2,4.4,0.0,0.23,1,0,0,1,1,0,0,2,4,2,2,3,2,5,10
5,161,0,0,1,0,1.0,2,4.4,0.0,0.04,0,0,1,1,0,0,0,4,2,2,3,2,5,4,7
7,246,0,0,2,0,4.7,2,4.4,0.02,0.08,0,1,1,0,0,0,1,2,2,3,2,5,4,4,6
8,304,0,0,2,0,0.8,2,4.4,0.02,0.01,1,1,0,0,0,1,0,2,3,2,5,4,4,2,5
9,310,0,0,2,0,0.4,2,4.4,0.0,0.0,1,0,0,0,1,0,1,3,2,5,4,4,2,2,3
9,307,0,0,2,0,2.4,2,4.4,0.14,0.04,0,0,0,1,0,1,0,2,5,4,4,2,2,3,2
8,243,0,0,2,0,0.6,2,4.4,0.0,0.0,0,0,1,0,1,0,1,5,4,4,2,2,3,3,0
7,241,0,0,1,0,0.6,2,4.4,0.03,0.05,0,1,0,1,0,1,1,4,4,2,2,3,3,2,0
6,183,0,0,1,0,0.0,2,4.4,0.0,0.0,1,0,1,0,1,1,1,4,2,2,3,3,2,3,0
5,177,0,0,1,0,0.0,2,4.4,0.0,0.0,0,1,0,1,1,1,0,2,2,3,3,2,3,3,0
3,99,0,0,0,0,0.0,2,4.4,0.0,0.0,1,0,1,1,1,0,1,2,3,3,2,3,3,2,0
2,87,0,0,0,0,0.0,2,4.4,0.0,0.0,0,1,1,1,0,1,0,3,3,2,3,3,2,2,0
15,334,1,0,2,0,9.7,2,7.7,0.91,0.03,0,1,1,0,0,0,1,2,2,3,2,5,4,4,25
21,392,2,0,2,0,7.5,2,7.7,0.81,0.0,1,1,0,0,0,1,0,2,3,2,5,4,4,2,32
22,386,2,0,3,0,2.2,2,7.8,0.18,0.03,1,0,0,0,1,0,1,3,2,5,4,4,2,2,32
20,319,2,0,2,0,0.1,2,7.8,0.0,0.0,0,0,0,1,0,1,0,2,5,4,4,2,2,3,28
32,313,4,0,3,1,13.7,2,7.8,0.29,0.09,0,0,1,0,1,0,1,5,4,4,2,2,3,3,34
26,324,3,0,2,1,2.9,2,7.8,0.08,0.03,0,1,0,1,0,1,1,4,4,2,2,3,3,2,33
22,347,2,0,2,1,1.2,2,7.7,0.06,0.02,1,0,1,0,1,1,1,4,2,2,3,3,2,3,35
20,274,2,0,1,1,0.0,2,7.7,0.0,0.0,0,1,0,1,1,1,0,2,2,3,3,2,3,3,36
21,350,2,0,1,1,6.4,2,7.7,0.04,0.16,1,0,1,1,1,0,1,2,3,3,2,3,3,2,28
17,352,1,1,0,0,13.2,2,7.6,0.79,0.17,0,1,1,1,0,1,0,3,3,2,3,3,2,2,33
20,441,0,0,3,0,2.7,1,5.1,0.0,0.03,0,1,1,0,1,0,1,2,3,2,4,3,3,2,1
16,430,0,0,2,0,2.7,1,5.1,0.32,0.02,1,1,0,1,0,1,1,3,2,4,3,3,2,3,1
10,349,0,0,1,0,0.0,1,5.1,0.0,0.0,1,0,1,0,1,1,0,2,4,3,3,2,3,2,0
10,299,0,0,1,0,0.1,1,5.0,0.0,0.01,0,1,0,1,1,0,1,4,3,3,2,3,2,2,0
9,209,0,0,1,0,0.0,1,5.0,0.0,0.0,1,0,1,1,0,1,0,3,3,2,3,2,2,4,1
3,119,0,0,0,0,0.0,1,4.9,0.0,0.0,0,1,1,0,1,0,0,3,2,3,2,2,4,4,2
1,40,0,0,0,0,0.0,1,4.9,0.0,0.0,1,1,0,1,0,0,1,2,3,2,2,4,4,3,3
1,40,0,0,0,0,0.0,1,4.9,0.0,0.0,1,0,1,0,0,1,1,3,2,2,4,4,3,2,3
0,0,0,0,0,0,0.0,1,4.9,0.0,0.0,0,1,0,0,1,1,0,2,2,4,4,3,2,4,4
0,0,0,0,0,0,0.0,1,4.8,0.0,0.0,1,0,0,1,1,0,1,2,4,4,3,2,4,2,6
0,0,0,0,0,0,0.0,1,4.8,0.0,0.0,0,0,1,1,0,1,0,4,4,3,2,4,2,4,7
0,0,0,0,0,0,0.0,1,4.8,0.0,0.0,0,1,1,0,1,0,0,4,3,2,4,2,4,2,8
1,45,0,0,0,0,0.5,1,4.8,0.0,0.01,1,1,0,1,0,0,0,3,2,4,2,4,2,2,8
2,135,0,0,0,0,3.3,1,4.8,0.02,0.03,1,0,1,0,0,0,1,2,4,2,4,2,2,3,13
3,142,0,0,0,0,0.1,1,4.8,0.0,0.0,0,1,0,0,0,1,0,4,2,4,2,2,3,2,14
3,142,0,0,0,0,0.0,1,4.8,0.0,0.0,1,0,0,0,1,0,1,2,4,2,2,3,2,4,13
4,232,0,0,0,0,3.0,1,4.8,0.01,0.03,0,0,0,1,0,1,0,4,2,2,3,2,4,2,12
5,277,0,0,0,0,1.6,1,4.8,0.0,0.02,0,0,1,0,1,0,1,2,2,3,2,4,2,3,13
5,277,0,0,0,0,1.4,1,4.8,0.0,0.01,0,1,0,1,0,1,1,2,3,2,4,2,3,4,13
6,360,0,0,0,0,5.0,1,4.8,0.0,0.49,1,0,1,0,1,1,0,3,2,4,2,3,4,2,13
7,370,0,0,0,0,0.2,1,4.8,0.0,0.0,0,1,0,1,1,0,1,2,4,2,3,4,2,2,13
12,370,0,0,1,0,1.1,1,4.8,0.0,0.01,1,0,1,1,0,1,1,4,2,3,4,2,2,2,13
11,281,0,0,1,0,0.0,1,4.8,0.0,0.0,0,1,1,0,1,1,0,2,3,4,2,2,2,2,19
10,191,0,0,1,0,0.0,1,4.7,0.0,0.0,1,1,0,1,1,0,1,3,4,2,2,2,2,3,24
9,135,0,0,1,0,0.8,1,4.7,0.0,0.01,1,0,1,1,0,1,0,4,2,2,2,2,3,3,24
10,215,0,0,1,0,1.7,1,4.7,0.0,0.03,0,1,1,0,1,0,0,2,2,2,2,3,3,3,24
28,350,2,1,3,3,8.2,2,7.6,0.05,0.36,0,1,1,0,1,0,1,2,3,2,4,3,3,2,13
27,363,2,1,2,3,4.6,2,7.6,0.0,0.11,1,1,0,1,0,1,1,3,2,4,3,3,2,3,14
18,317,1,1,1,1,0.8,2,7.6,0.0,0.0,1,0,1,0,1,1,0,2,4,3,3,2,3,2,14
12,301,0,1,1,0,2.2,2,7.6,0.23,0.01,0,1,0,1,1,0,1,4,3,3,2,3,2,2,15
8,272,0,0,1,0,0.0,2,7.5,0.0,0.0,1,0,1,1,0,1,0,3,3,2,3,2,2,4,16
7,270,0,0,0,0,11.6,2,7.4,0.2,0.24,0,1,1,0,1,0,0,3,2,3,2,2,4,4,16
5,180,0,0,0,0,0.0,2,7.4,0.0,0.0,1,1,0,1,0,0,1,2,3,2,2,4,4,3,15
7,252,0,0,1,0,5.3,2,7.3,0.08,0.03,1,0,1,0,0,1,1,3,2,2,4,4,3,2,16
10,268,0,1,1,0,7.5,2,7.3,0.05,0.24,0,1,0,0,1,1,0,2,2,4,4,3,2,4,15
12,358,0,1,1,0,2.7,2,7.3,0.44,0.32,1,0,0,1,1,0,1,2,4,4,3,2,4,2,20
12,360,0,1,1,0,6.7,2,7.3,0.47,0.03,0,0,1,1,0,1,0,4,4,3,2,4,2,4,24
13,363,0,1,1,0,1.2,2,7.3,0.03,0.08,0,1,1,0,1,0,0,4,3,2,4,2,4,2,23
13,363,0,1,1,0,4.8,2,7.3,0.04,0.1,1,1,0,1,0,0,0,3,2,4,2,4,2,2,24
8,273,0,0,1,0,0.0,2,7.3,0.0,0.0,1,0,1,0,0,0,1,2,4,2,4,2,2,3,25
8,263,0,0,1,0,2.3,2,7.3,0.25,0.02,0,1,0,0,0,1,0,4,2,4,2,2,3,2,25
12,263,0,1,2,0,5.6,2,7.3,0.52,0.04,1,0,0,0,1,0,1,2,4,2,2,3,2,4,31
12,266,0,1,2,0,0.1,2,7.3,0.0,0.0,0,0,0,1,0,1,0,4,2,2,3,2,4,2,26
16,266,1,1,1,0,12.2,2,7.3,1.5,0.13,0,0,1,0,1,0,1,2,2,3,2,4,2,3,21
21,356,1,2,1,0,4.0,2,7.3,0.0,0.16,0,1,0,1,0,1,1,2,3,2,4,2,3,4,22
21,366,1,2,1,0,5.5,2,7.3,0.18,0.07,1,0,1,0,1,1,0,3,2,4,2,3,4,2,23
16,330,1,1,0,0,2.7,2,7.3,0.0,0.61,0,1,0,1,1,0,1,2,4,2,3,4,2,2,20
18,414,1,1,1,0,1.4,2,7.3,0.41,0.04,1,0,1,1,0,1,1,4,2,3,4,2,2,2,27
17,414,0,2,2,0,4.1,2,7.3,0.0,0.05,0,1,1,0,1,1,0,2,3,4,2,2,2,2,39
19,414,1,1,2,0,8.6,2,7.3,0.45,0.09,1,1,0,1,1,0,1,3,4,2,2,2,2,3,37
19,414,1,1,2,0,5.8,2,7.3,0.1,0.04,1,0,1,1,0,1,0,4,2,2,2,2,3,3,39
18,360,1,1,2,0,0.0,2,7.3,0.0,0.0,0,1,1,0,1,0,0,2,2,2,2,3,3,3,36
28,376,1,3,2,3,4.5,2,12.2,0.25,0.02,0,1,1,0,1,0,1,2,3,2,4,3,3,2,53
29,379,1,3,1,5,11.0,2,12.2,0.61,0.55,1,1,0,1,0,1,1,3,2,4,3,3,2,3,45
25,360,0,4,1,3,10.4,2,12.2,0.05,0.66,1,0,1,0,1,1,0,2,4,3,3,2,3,2,39
28,344,0,5,1,3,10.2,2,12.3,0.28,0.57,0,1,0,1,1,0,1,4,3,3,2,3,2,2,34
32,325,0,6,2,3,6.0,2,12.4,0.0,0.25,1,0,1,1,0,1,0,3,3,2,3,2,2,4,35
33,394,0,6,2,3,6.7,2,12.4,0.03,0.57,0,1,1,0,1,0,0,3,2,3,2,2,4,4,31
35,394,1,5,2,3,12.1,2,12.3,0.15,0.54,1,1,0,1,0,0,1,2,3,2,2,4,4,3,20
36,413,2,3,2,5,16.0,2,12.4,0.21,0.4,1,0,1,0,0,1,1,3,2,2,4,4,3,2,19
35,429,2,2,2,7,13.0,2,12.5,0.04,0.82,0,1,0,0,1,1,0,2,2,4,4,3,2,4,18
31,450,2,1,1,7,10.2,2,12.6,0.1,0.55,1,0,0,1,1,0,1,2,4,4,3,2,4,2,18
31,450,2,1,1,7,8.9,2,12.6,0.16,0.47,0,0,1,1,0,1,0,4,4,3,2,4,2,4,30
23,450,1,1,1,5,13.6,2,12.6,0.23,0.29,0,1,1,0,1,0,0,4,3,2,4,2,4,2,29
15,450,0,1,1,2,9.4,2,12.5,0.18,0.38,1,1,0,1,0,0,0,3,2,4,2,4,2,2,24
13,450,0,1,1,0,6.5,2,12.5,0.0,1.29,1,0,1,0,0,0,1,2,4,2,4,2,2,3,27
11,360,0,1,1,0,0.0,2,12.5,0.0,0.0,0,1,0,0,0,1,0,4,2,4,2,2,3,2,22
15,346,0,2,2,0,8.4,2,12.5,0.0,0.57,1,0,0,0,1,0,1,2,4,2,2,3,2,4,34
15,287,0,2,2,0,5.9,2,12.4,0.08,0.15,0,0,0,1,0,1,0,4,2,2,3,2,4,2,41
14,287,0,2,1,0,6.1,2,12.4,0.0,0.2,0,0,1,0,1,0,1,2,2,3,2,4,2,3,36
22,283,1,2,1,3,9.1,2,12.4,0.21,0.2,0,1,0,1,0,1,1,2,3,2,4,2,3,4,53
24,370,1,2,1,3,9.6,2,12.4,0.31,0.71,1,0,1,0,1,1,0,3,2,4,2,3,4,2,53
18,294,1,1,0,3,0.0,2,12.3,0.0,0.0,0,1,0,1,1,0,1,2,4,2,3,4,2,2,50
20,327,1,1,1,3,6.0,2,12.2,0.16,0.35,1,0,1,1,0,1,1,4,2,3,4,2,2,2,52
19,248,1,1,1,3,0.4,2,12.1,0.0,0.0,0,1,1,0,1,1,0,2,3,4,2,2,2,2,39
19,252,1,1,1,3,16.5,2,12.0,0.84,0.63,1,1,0,1,1,0,1,3,4,2,2,2,2,3,31
26,255,1,3,1,4,11.6,2,12.1,0.04,0.68,1,0,1,1,0,1,0,4,2,2,2,2,3,3,24
34,316,1,4,2,6,6.1,2,12.1,0.02,0.06,0,1,1,0,1,0,0,2,2,2,2,3,3,3,5
14,280,0,2,1,2,4.6,1,5.4,0.0,0.51,0,1,1,0,1,0,1,2,3,2,4,3,3,2,15
16,370,0,2,1,2,2.1,1,5.4,0.0,0.0,1,1,0,1,0,1,1,3,2,4,3,3,2,3,10
21,434,0,2,2,2,3.6,1,5.4,0.01,0.01,1,0,1,0,1,1,0,2,4,3,3,2,3,2,12
21,344,0,2,2,2,0.0,1,5.4,0.0,0.0,0,1,0,1,1,0,1,4,3,3,2,3,2,2,14
18,254,0,1,2,1,0.0,1,5.4,0.0,0.0,1,0,1,1,0,1,0,3,3,2,3,2,2,4,23
8,180,0,0,1,0,0.0,1,5.4,0.0,0.0,0,1,1,0,1,0,0,3,2,3,2,2,4,4,23
6,90,0,0,1,0,0.0,1,5.4,0.0,0.0,1,1,0,1,0,0,1,2,3,2,2,4,4,3,17
7,90,0,0,1,1,2.6,1,5.4,0.0,0.06,1,0,1,0,0,1,1,3,2,2,4,4,3,2,23
9,180,0,0,1,1,2.9,1,5.4,0.0,0.07,0,1,0,0,1,1,0,2,2,4,4,3,2,4,22
10,270,0,0,1,1,8.5,1,5.4,0.16,0.05,1,0,0,1,1,0,1,2,4,4,3,2,4,2,20
12,360,0,0,1,1,1.6,1,5.4,0.05,0.01,0,0,1,1,0,1,0,4,4,3,2,4,2,4,18
14,450,0,0,1,1,2.0,1,5.4,0.14,0.02,0,1,1,0,1,0,0,4,3,2,4,2,4,2,9
16,450,0,0,1,3,3.4,1,5.4,0.0,0.01,1,1,0,1,0,0,0,3,2,4,2,4,2,2,9
14,360,0,0,1,3,0.0,1,5.4,0.0,0.0,1,0,1,0,0,0,1,2,4,2,4,2,2,3,8
14,360,0,0,1,3,1.5,1,5.4,0.0,0.01,0,1,0,0,0,1,0,4,2,4,2,2,3,2,9
20,360,0,0,2,5,1.9,1,5.4,0.0,0.02,1,0,0,0,1,0,1,2,4,2,2,3,2,4,11
18,270,0,0,2,5,0.0,1,5.4,0.0,0.0,0,0,0,1,0,1,0,4,2,2,3,2,4,2,11
9,180,0,0,1,2,0.0,1,5.4,0.0,0.0,0,0,1,0,1,0,1,2,2,3,2,4,2,3,19
9,180,0,0,1,2,0.0,1,5.4,0.0,0.0,0,1,0,1,0,1,1,2,3,2,4,2,3,4,28
8,90,0,0,1,2,0.0,1,5.4,0.0,0.0,1,0,1,0,1,1,0,3,2,4,2,3,4,2,30
0,0,0,0,0,0,0.0,1,5.4,0.0,0.0,0,1,0,1,1,0,1,2,4,2,3,4,2,2,36
0,0,0,0,0,0,0.0,1,5.4,0.0,0.0,1,0,1,1,0,1,1,4,2,3,4,2,2,2,27
9,88,0,0,1,3,4.6,1,5.4,0.0,0.03,0,1,1,0,1,1,0,2,3,4,2,2,2,2,25
11,178,0,0,1,3,1.7,1,5.4,0.0,0.02,1,1,0,1,1,0,1,3,4,2,2,2,2,3,26
11,233,0,0,1,3,0.7,1,5.4,0.0,0.01,1,0,1,1,0,1,0,4,2,2,2,2,3,3,20
19,278,1,0,1,4,4.8,1,5.4,0.04,0.01,0,1,1,0,1,0,0,2,2,2,2,3,3,3,11
10,187,0,1,1,0,4.4,2,7.7,0.53,0.02,0,1,1,0,1,0,1,2,3,2,4,3,3,2,11
10,202,0,1,1,0,0.4,2,7.7,0.0,0.0,1,1,0,1,0,1,1,3,2,4,3,3,2,3,10
8,130,0,1,0,0,3.4,2,7.6,0.05,0.21,1,0,1,0,1,1,0,2,4,3,3,2,3,2,15
9,145,0,1,0,0,0.3,2,7.6,0.0,0.0,0,1,0,1,1,0,1,4,3,3,2,3,2,2,15
15,155,1,1,1,0,9.2,2,7.5,0.28,0.03,1,0,1,1,0,1,0,3,3,2,3,2,2,4,21
11,120,1,0,1,0,0.0,2,7.5,0.0,0.0,0,1,1,0,1,0,0,3,2,3,2,2,4,4,22
11,164,1,0,1,0,5.8,2,7.5,0.22,0.08,1,1,0,1,0,0,1,2,3,2,2,4,4,3,39
10,146,1,0,1,0,0.0,2,7.5,0.0,0.0,1,0,1,0,0,1,1,3,2,2,4,4,3,2,45
9,131,1,0,1,0,0.0,2,7.5,0.0,0.0,0,1,0,0,1,1,0,2,2,4,4,3,2,4,46
1,61,0,0,0,0,0.0,2,7.5,0.0,0.0,1,0,0,1,1,0,1,2,4,4,3,2,4,2,52
7,148,0,1,0,1,10.3,2,7.5,0.3,0.26,0,0,1,1,0,1,0,4,4,3,2,4,2,4,46
14,177,0,2,0,4,14.7,2,7.5,0.3,0.61,0,1,1,0,1,0,0,4,3,2,4,2,4,2,40
20,207,1,2,0,4,7.6,2,7.5,0.71,0.01,1,1,0,1,0,0,0,3,2,4,2,4,2,2,39
22,297,1,2,0,4,2.2,2,7.5,0.0,0.09,1,0,1,0,0,0,1,2,4,2,4,2,2,3,22
39,387,3,3,0,7,19.2,2,7.5,0.52,1.01,0,1,0,0,0,1,0,4,2,4,2,2,3,2,16
39,380,3,3,1,6,7.5,2,7.6,0.1,0.19,1,0,0,0,1,0,1,2,4,2,2,3,2,4,20
32,348,3,2,1,3,1.0,2,7.7,0.1,0.02,0,0,0,1,0,1,0,4,2,2,3,2,4,2,9
38,402,3,3,1,5,11.2,2,7.8,1.24,0.12,0,0,1,0,1,0,1,2,2,3,2,4,2,3,9
38,372,3,3,1,5,0.9,2,7.8,0.0,0.1,0,1,0,1,0,1,1,2,3,2,4,2,3,4,10
21,282,1,2,1,2,0.0,2,7.8,0.0,0.0,1,0,1,0,1,1,0,3,2,4,2,3,4,2,14
16,220,1,1,0,2,1.8,2,7.8,0.08,0.03,0,1,0,1,1,0,1,2,4,2,3,4,2,2,20
15,162,1,1,0,2,0.0,2,7.7,0.0,0.0,1,0,1,1,0,1,1,4,2,3,4,2,2,2,30
3,78,0,0,0,0,0.0,2,7.5,0.0,0.0,0,1,1,0,1,1,0,2,3,4,2,2,2,2,31
6,108,0,1,0,0,14.4,2,7.3,0.27,0.15,1,1,0,1,1,0,1,3,4,2,2,2,2,3,33
7,163,0,1,0,0,1.8,2,7.3,0.0,0.04,1,0,1,1,0,1,0,4,2,2,2,2,3,3,33
8,235,0,1,0,0,6.2,2,7.3,0.24,0.05,0,1,1,0,1,0,0,2,2,2,2,3,3,3,34
4,135,0,0,1,0,0.0,2,6.8,0.0,0.0,0,1,1,0,1,0,1,2,3,2,4,3,3,2,23
1,45,0,0,0,0,0.0,2,6.8,0.0,0.0,1,1,0,1,0,1,1,3,2,4,3,3,2,3,13
10,76,1,0,1,2,11.3,2,6.8,0.37,0.08,1,0,1,0,1,1,0,2,4,3,3,2,3,2,20
12,150,1,0,1,2,8.5,2,6.8,0.09,0.1,0,1,0,1,1,0,1,4,3,3,2,3,2,2,21
13,182,1,0,1,2,5.6,2,6.8,0.21,0.15,1,0,1,1,0,1,0,3,3,2,3,2,2,4,25
13,182,1,0,1,2,0.0,2,6.8,0.0,0.0,0,1,1,0,1,0,0,3,2,3,2,2,4,4,29
15,258,1,0,1,2,2.0,2,6.8,0.0,0.12,1,1,0,1,0,0,1,2,3,2,2,4,4,3,25
11,272,0,1,1,0,5.6,2,6.8,0.0,0.13,1,0,1,0,0,1,1,3,2,2,4,4,3,2,26
11,261,0,1,1,0,2.9,2,6.8,0.12,0.03,0,1,0,0,1,1,0,2,2,4,4,3,2,4,27
10,229,0,1,1,0,0.0,2,6.8,0.0,0.0,1,0,0,1,1,0,1,2,4,4,3,2,4,2,23
19,301,0,3,2,0,12.3,2,6.8,0.72,0.39,0,0,1,1,0,1,0,4,4,3,2,4,2,4,29
19,311,0,3,2,0,5.3,2,6.8,0.11,0.06,0,1,1,0,1,0,0,4,3,2,4,2,4,2,30
17,251,0,3,1,0,4.0,2,6.8,0.0,0.56,1,1,0,1,0,0,0,3,2,4,2,4,2,2,27
21,221,1,3,1,0,6.9,2,6.8,0.44,0.01,1,0,1,0,0,0,1,2,4,2,4,2,2,3,28
23,311,1,3,1,0,7.6,2,6.8,0.0,0.13,0,1,0,0,0,1,0,4,2,4,2,2,3,2,28
17,329,1,1,1,0,7.9,2,6.8,0.36,0.46,1,0,0,0,1,0,1,2,4,2,2,3,2,4,39
16,333,1,1,1,0,5.3,2,6.8,0.05,0.56,0,0,0,1,0,1,0,4,2,2,3,2,4,2,46
17,371,1,1,1,0,5.5,2,6.8,0.1,0.26,0,0,1,0,1,0,1,2,2,3,2,4,2,3,45
19,414,1,1,1,2,7.0,2,6.8,0.07,0.01,0,1,0,1,0,1,1,2,3,2,4,2,3,4,41
22,414,1,2,1,2,10.8,2,6.8,0.21,0.12,1,0,1,0,1,1,0,3,2,4,2,3,4,2,39
22,395,1,2,1,2,2.8,2,6.8,0.03,0.04,0,1,0,1,1,0,1,2,4,2,3,4,2,2,42
24,395,1,2,2,2,6.7,2,6.8,0.03,0.35,1,0,1,1,0,1,1,4,2,3,4,2,2,2,39
22,417,1,1,3,2,5.4,2,6.8,0.07,0.22,0,1,1,0,1,1,0,2,3,4,2,2,2,2,28
26,429,1,2,3,2,14.3,2,6.8,0.48,0.63,1,1,0,1,1,0,1,3,4,2,2,2,2,3,16
33,429,2,2,3,4,15.8,2,6.9,0.4,0.36,1,0,1,1,0,1,0,4,2,2,2,2,3,3,9
37,431,2,3,3,5,2.7,2,7.2,0.09,0.05,0,1,1,0,1,0,0,2,2,2,2,3,3,3,8
31,397,1,1,3,4,6.1,1,7.1,0.05,0.05,0,1,1,0,1,0,1,2,3,2,4,3,3,2,36
26,397,1,1,2,2,6.7,1,7.1,0.06,0.03,1,1,0,1,0,1,1,3,2,4,3,3,2,3,28
24,397,1,0,2,3,8.1,1,7.2,0.05,0.14,1,0,1,0,1,1,0,2,4,3,3,2,3,2,28
25,397,1,0,2,3,1.5,1,7.2,0.0,0.01,0,1,0,1,1,0,1,4,3,3,2,3,2,2,10
42,406,2,1,3,6,15.1,1,7.2,0.17,0.2,1,0,1,1,0,1,0,3,3,2,3,2,2,4,9
32,429,1,1,2,6,3.5,1,7.3,0.05,0.03,0,1,1,0,1,0,0,3,2,3,2,2,4,4,8
32,429,1,1,2,6,2.0,1,7.3,0.0,0.07,1,1,0,1,0,0,1,2,3,2,2,4,4,3,2
29,429,1,1,2,3,4.9,1,7.4,0.04,0.24,1,0,1,0,0,1,1,3,2,2,4,4,3,2,4
26,364,1,1,2,3,0.2,1,7.4,0.0,0.04,0,1,0,0,1,1,0,2,2,4,4,3,2,4,3
9,380,0,0,1,0,8.7,1,7.4,0.17,0.38,1,0,0,1,1,0,1,2,4,4,3,2,4,2,2
8,312,0,0,1,0,2.2,1,7.4,0.1,0.0,0,0,1,1,0,1,0,4,4,3,2,4,2,4,2
6,222,0,0,1,0,0.0,1,7.4,0.0,0.0,0,1,1,0,1,0,0,4,3,2,4,2,4,2,1
1,177,0,0,0,0,2.8,1,7.3,0.04,0.02,1,1,0,1,0,0,0,3,2,4,2,4,2,2,0
4,242,0,0,0,0,3.5,1,7.2,0.0,0.08,1,0,1,0,0,0,1,2,4,2,4,2,2,3,0
3,157,0,0,0,0,0.0,1,7.2,0.0,0.0,0,1,0,0,0,1,0,4,2,4,2,2,3,2,0
2,135,0,0,0,0,0.0,1,7.2,0.0,0.0,1,0,0,0,1,0,1,2,4,2,2,3,2,4,0
2,135,0,0,0,0,0.0,1,7.1,0.0,0.0,0,0,0,1,0,1,0,4,2,2,3,2,4,2,0
1,90,0,0,0,0,0.0,1,7.1,0.0,0.0,0,0,1,0,1,0,1,2,2,3,2,4,2,3,0
0,0,0,0,0,0,0.0,1,7.1,0.0,0.0,0,1,0,1,0,1,1,2,3,2,4,2,3,4,0
0,0,0,0,0,0,0.0,1,7.1,0.0,0.0,1,0,1,0,1,1,0,3,2,4,2,3,4,2,0
0,0,0,0,0,0,0.0,1,7.1,0.0,0.0,0,1,0,1,1,0,1,2,4,2,3,4,2,2,0
0,0,0,0,0,0,0.0,1,7.1,0.0,0.0,1,0,1,1,0,1,1,4,2,3,4,2,2,2,0
0,0,0,0,0,0,0.0,1,7.1,0.0,0.0,0,1,1,0,1,1,0,2,3,4,2,2,2,2,0
0,0,0,0,0,0,0.0,1,7.1,0.0,0.0,1,1,0,1,1,0,1,3,4,2,2,2,2,3,0
0,0,0,0,0,0,0.0,1,7.1,0.0,0.0,1,0,1,1,0,1,0,4,2,2,2,2,3,3,0
0,0,0,0,0,0,0.0,1,7.1,0.0,0.0,0,1,1,0,1,0,0,2,2,2,2,3,3,3,0
21,450,0,0,3,1,1.0,0,5.5,0.0,0.0,0,1,1,0,1,0,1,2,3,2,4,3,3,2,32
16,450,0,0,2,0,0.8,0,5.5,0.0,0.0,1,1,0,1,0,1,1,3,2,4,3,3,2,3,28
16,450,0,0,2,0,1.5,0,5.5,0.0,0.0,1,0,1,0,1,1,0,2,4,3,3,2,3,2,28
17,450,0,0,2,0,4.4,0,5.5,0.0,0.01,0,1,0,1,1,0,1,4,3,3,2,3,2,2,24
22,450,0,0,3,0,0.5,0,5.5,0.0,0.0,1,0,1,1,0,1,0,3,3,2,3,2,2,4,30
18,450,0,0,2,0,1.6,0,5.5,0.0,0.0,0,1,1,0,1,0,0,3,2,3,2,2,4,4,26
21,450,0,1,2,0,4.0,0,5.4,0.0,0.21,1,1,0,1,0,0,1,2,3,2,2,4,4,3,18
24,450,0,1,2,2,3.9,0,5.4,0.0,0.0,1,0,1,0,0,1,1,3,2,2,4,4,3,2,22
24,450,0,1,2,2,1.0,0,5.4,0.0,0.0,0,1,0,0,1,1,0,2,2,4,4,3,2,4,21
20,450,0,1,1,2,4.1,0,5.4,0.0,0.0,1,0,0,1,1,0,1,2,4,4,3,2,4,2,21
20,450,0,1,1,2,0.8,0,5.4,0.0,0.0,0,0,1,1,0,1,0,4,4,3,2,4,2,4,20
17,450,0,0,1,2,0.2,0,5.4,0.0,0.0,0,1,1,0,1,0,0,4,3,2,4,2,4,2,14
16,450,0,0,1,2,1.9,0,5.4,0.0,0.0,1,1,0,1,0,0,0,3,2,4,2,4,2,2,15
15,450,0,0,1,2,1.5,0,5.4,0.0,0.0,1,0,1,0,0,0,1,2,4,2,4,2,2,3,21
14,450,0,0,1,2,1.2,0,5.4,0.0,0.0,0,1,0,0,0,1,0,4,2,4,2,2,3,2,21
18,450,0,0,2,2,0.8,0,5.4,0.0,0.0,1,0,0,0,1,0,1,2,4,2,2,3,2,4,22
17,450,0,0,2,2,1.4,0,5.4,0.0,0.0,0,0,0,1,0,1,0,4,2,2,3,2,4,2,22
11,450,0,0,1,0,0.9,0,5.4,0.0,0.0,0,0,1,0,1,0,1,2,2,3,2,4,2,3,24
11,450,0,0,1,0,0.0,0,5.4,0.0,0.0,0,1,0,1,0,1,1,2,3,2,4,2,3,4,24
